"MeshBlock","Count","AreaUnit","TerritorialAuthority","DHB"
561100,1,"Three Kings","Auckland","Auckland"
561200,0,"Three Kings","Auckland","Auckland"
561300,0,"Three Kings","Auckland","Auckland"
561400,0,"Three Kings","Auckland","Auckland"
561600,0,"Three Kings","Auckland","Auckland"
561700,1,"Three Kings","Auckland","Auckland"
561800,0,"Three Kings","Auckland","Auckland"
561900,0,"Three Kings","Auckland","Auckland"
562000,0,"Three Kings","Auckland","Auckland"
562100,1,"Three Kings","Auckland","Auckland"
562200,0,"Three Kings","Auckland","Auckland"
562400,0,"Three Kings","Auckland","Auckland"
562700,0,"Three Kings","Auckland","Auckland"
562800,0,"Three Kings","Auckland","Auckland"
562900,1,"Three Kings","Auckland","Auckland"
563000,0,"Three Kings","Auckland","Auckland"
563200,1,"Three Kings","Auckland","Auckland"
563300,0,"Three Kings","Auckland","Auckland"
563500,0,"Three Kings","Auckland","Auckland"
563700,2,"Three Kings","Auckland","Auckland"
563800,0,"Three Kings","Auckland","Auckland"
563901,0,"Royal Oak","Auckland","Auckland"
563902,0,"Royal Oak","Auckland","Auckland"
564000,1,"Royal Oak","Auckland","Auckland"
564100,1,"Royal Oak","Auckland","Auckland"
564200,0,"Royal Oak","Auckland","Auckland"
564300,0,"Royal Oak","Auckland","Auckland"
564401,0,"Royal Oak","Auckland","Auckland"
564402,0,"Royal Oak","Auckland","Auckland"
564403,0,"Royal Oak","Auckland","Auckland"
564404,0,"Royal Oak","Auckland","Auckland"
564405,0,"Royal Oak","Auckland","Auckland"
564501,1,"Royal Oak","Auckland","Auckland"
564502,0,"Royal Oak","Auckland","Auckland"
564600,0,"Royal Oak","Auckland","Auckland"
564700,0,"Royal Oak","Auckland","Auckland"
564800,0,"Royal Oak","Auckland","Auckland"
564900,0,"Royal Oak","Auckland","Auckland"
565000,0,"Royal Oak","Auckland","Auckland"
565100,0,"Royal Oak","Auckland","Auckland"
565201,1,"Royal Oak","Auckland","Auckland"
565300,0,"Royal Oak","Auckland","Auckland"
565400,0,"Royal Oak","Auckland","Auckland"
565600,4,"Royal Oak","Auckland","Auckland"
565700,0,"Royal Oak","Auckland","Auckland"
565800,0,"Royal Oak","Auckland","Auckland"
565900,0,"Royal Oak","Auckland","Auckland"
566000,0,"Royal Oak","Auckland","Auckland"
566100,0,"Royal Oak","Auckland","Auckland"
566200,0,"Royal Oak","Auckland","Auckland"
566300,0,"Royal Oak","Auckland","Auckland"
566400,1,"Royal Oak","Auckland","Auckland"
566500,1,"Royal Oak","Auckland","Auckland"
566600,0,"Royal Oak","Auckland","Auckland"
566700,1,"Royal Oak","Auckland","Auckland"
566800,0,"Royal Oak","Auckland","Auckland"
566900,0,"Royal Oak","Auckland","Auckland"
567000,0,"Royal Oak","Auckland","Auckland"
567100,0,"Royal Oak","Auckland","Auckland"
567200,0,"Royal Oak","Auckland","Auckland"
567300,4,"Royal Oak","Auckland","Auckland"
567401,0,"Hillsborough East","Auckland","Auckland"
567500,0,"Hillsborough East","Auckland","Auckland"
567600,0,"Hillsborough East","Auckland","Auckland"
567700,1,"Hillsborough East","Auckland","Auckland"
567800,0,"Hillsborough East","Auckland","Auckland"
567900,2,"Hillsborough East","Auckland","Auckland"
568000,0,"Hillsborough East","Auckland","Auckland"
568100,0,"Hillsborough East","Auckland","Auckland"
568200,2,"Hillsborough West","Auckland","Auckland"
568300,0,"Hillsborough West","Auckland","Auckland"
568400,0,"Hillsborough West","Auckland","Auckland"
568500,0,"Hillsborough West","Auckland","Auckland"
568600,0,"Hillsborough West","Auckland","Auckland"
568700,3,"Hillsborough West","Auckland","Auckland"
568800,0,"Hillsborough West","Auckland","Auckland"
568900,0,"Hillsborough West","Auckland","Auckland"
569000,1,"Hillsborough West","Auckland","Auckland"
569100,1,"Hillsborough West","Auckland","Auckland"
569200,1,"Hillsborough West","Auckland","Auckland"
569300,0,"Hillsborough West","Auckland","Auckland"
569400,0,"Hillsborough West","Auckland","Auckland"
569501,0,"Hillsborough West","Auckland","Auckland"
569502,0,"Hillsborough West","Auckland","Auckland"
569504,0,"Hillsborough West","Auckland","Auckland"
569600,0,"Hillsborough West","Auckland","Auckland"
569700,0,"Hillsborough West","Auckland","Auckland"
569800,0,"Hillsborough West","Auckland","Auckland"
569900,0,"Hillsborough East","Auckland","Auckland"
570000,0,"Hillsborough East","Auckland","Auckland"
570200,0,"Hillsborough East","Auckland","Auckland"
570300,0,"Hillsborough East","Auckland","Auckland"
570400,1,"Hillsborough East","Auckland","Auckland"
570500,0,"Hillsborough East","Auckland","Auckland"
570600,0,"Hillsborough East","Auckland","Auckland"
570701,0,"Hillsborough East","Auckland","Auckland"
570702,0,"Hillsborough East","Auckland","Auckland"
570802,0,"Hillsborough East","Auckland","Auckland"
570900,0,"Hillsborough East","Auckland","Auckland"
571001,0,"Hillsborough East","Auckland","Auckland"
571002,0,"Hillsborough East","Auckland","Auckland"
571003,0,"Hillsborough East","Auckland","Auckland"
571100,1,"Hillsborough East","Auckland","Auckland"
571202,0,"Hillsborough East","Auckland","Auckland"
571301,1,"Hillsborough East","Auckland","Auckland"
571302,1,"Hillsborough East","Auckland","Auckland"
571400,0,"Hillsborough East","Auckland","Auckland"
571500,0,"Hillsborough East","Auckland","Auckland"
571600,0,"Hillsborough East","Auckland","Auckland"
571800,0,"Hillsborough East","Auckland","Auckland"
571900,0,"Hillsborough East","Auckland","Auckland"
572002,0,"Hillsborough West","Auckland","Auckland"
572100,1,"Hillsborough West","Auckland","Auckland"
572200,0,"Hillsborough West","Auckland","Auckland"
572300,0,"Hillsborough West","Auckland","Auckland"
572400,0,"Hillsborough West","Auckland","Auckland"
572500,1,"Hillsborough West","Auckland","Auckland"
572600,1,"Hillsborough West","Auckland","Auckland"
572701,0,"Hillsborough West","Auckland","Auckland"
572702,0,"Hillsborough West","Auckland","Auckland"
572801,1,"Hillsborough West","Auckland","Auckland"
572802,1,"Hillsborough West","Auckland","Auckland"
572900,0,"Hillsborough West","Auckland","Auckland"
573000,0,"Hillsborough West","Auckland","Auckland"
573100,0,"Hillsborough West","Auckland","Auckland"
573200,0,"Hillsborough West","Auckland","Auckland"
573300,1,"Hillsborough West","Auckland","Auckland"
573400,0,"Hillsborough West","Auckland","Auckland"
573500,0,"Hillsborough West","Auckland","Auckland"
573600,0,"Hillsborough West","Auckland","Auckland"
573800,1,"Hillsborough West","Auckland","Auckland"
573900,0,"Hillsborough West","Auckland","Auckland"
574000,0,"Hillsborough West","Auckland","Auckland"
574100,0,"Hillsborough West","Auckland","Auckland"
574200,1,"Hillsborough West","Auckland","Auckland"
574300,0,"Hillsborough West","Auckland","Auckland"
574400,0,"Hillsborough West","Auckland","Auckland"
574600,0,"Hillsborough West","Auckland","Auckland"
574700,0,"Walmsley","Auckland","Auckland"
574800,0,"Walmsley","Auckland","Auckland"
574900,0,"Walmsley","Auckland","Auckland"
575000,0,"Walmsley","Auckland","Auckland"
575100,0,"Walmsley","Auckland","Auckland"
575200,0,"Walmsley","Auckland","Auckland"
575300,0,"Walmsley","Auckland","Auckland"
575400,0,"Walmsley","Auckland","Auckland"
575500,0,"Walmsley","Auckland","Auckland"
575600,0,"Walmsley","Auckland","Auckland"
575700,1,"Walmsley","Auckland","Auckland"
575800,0,"Walmsley","Auckland","Auckland"
575900,0,"Walmsley","Auckland","Auckland"
576100,0,"Walmsley","Auckland","Auckland"
576200,0,"Walmsley","Auckland","Auckland"
576400,0,"Walmsley","Auckland","Auckland"
576600,0,"Walmsley","Auckland","Auckland"
576700,0,"Walmsley","Auckland","Auckland"
576800,0,"Walmsley","Auckland","Auckland"
576900,0,"Walmsley","Auckland","Auckland"
577100,0,"Walmsley","Auckland","Auckland"
577200,0,"Walmsley","Auckland","Auckland"
577400,0,"Wesley","Auckland","Auckland"
577500,1,"Wesley","Auckland","Auckland"
577600,0,"Wesley","Auckland","Auckland"
577700,0,"Wesley","Auckland","Auckland"
577800,0,"Wesley","Auckland","Auckland"
577900,1,"Wesley","Auckland","Auckland"
578000,2,"Wesley","Auckland","Auckland"
578100,0,"Wesley","Auckland","Auckland"
578200,0,"Wesley","Auckland","Auckland"
578300,0,"Wesley","Auckland","Auckland"
578400,0,"Walmsley","Auckland","Auckland"
578500,1,"Walmsley","Auckland","Auckland"
578600,0,"Walmsley","Auckland","Auckland"
578701,1,"Walmsley","Auckland","Auckland"
578800,0,"Walmsley","Auckland","Auckland"
578900,0,"Walmsley","Auckland","Auckland"
579000,0,"Wesley","Auckland","Auckland"
579100,0,"Wesley","Auckland","Auckland"
579200,0,"Wesley","Auckland","Auckland"
579300,0,"Wesley","Auckland","Auckland"
579400,0,"Wesley","Auckland","Auckland"
579500,1,"Wesley","Auckland","Auckland"
579600,0,"Wesley","Auckland","Auckland"
579700,0,"Wesley","Auckland","Auckland"
579800,0,"Wesley","Auckland","Auckland"
579900,0,"Wesley","Auckland","Auckland"
580000,0,"Akarana","Auckland","Auckland"
580100,0,"Akarana","Auckland","Auckland"
580200,0,"Akarana","Auckland","Auckland"
580300,1,"Akarana","Auckland","Auckland"
580400,0,"Akarana","Auckland","Auckland"
580500,0,"Akarana","Auckland","Auckland"
580600,3,"Akarana","Auckland","Auckland"
580700,0,"Akarana","Auckland","Auckland"
580800,0,"Akarana","Auckland","Auckland"
580900,0,"Akarana","Auckland","Auckland"
581000,0,"Akarana","Auckland","Auckland"
581100,1,"Akarana","Auckland","Auckland"
581200,0,"Akarana","Auckland","Auckland"
581300,3,"Akarana","Auckland","Auckland"
581400,0,"Akarana","Auckland","Auckland"
581500,1,"Akarana","Auckland","Auckland"
581700,0,"Akarana","Auckland","Auckland"
581900,0,"Akarana","Auckland","Auckland"
582100,0,"Akarana","Auckland","Auckland"
582200,0,"Akarana","Auckland","Auckland"
582301,0,"Akarana","Auckland","Auckland"
582400,0,"Akarana","Auckland","Auckland"
582500,0,"Akarana","Auckland","Auckland"
582600,0,"Akarana","Auckland","Auckland"
582700,0,"Akarana","Auckland","Auckland"
582800,0,"Akarana","Auckland","Auckland"
582900,0,"Akarana","Auckland","Auckland"
583000,0,"Akarana","Auckland","Auckland"
583100,0,"Akarana","Auckland","Auckland"
583200,0,"Akarana","Auckland","Auckland"
583300,0,"Akarana","Auckland","Auckland"
583500,0,"Akarana","Auckland","Auckland"
583600,0,"Akarana","Auckland","Auckland"
583702,0,"Lynfield North","Auckland","Auckland"
583900,0,"Lynfield North","Auckland","Auckland"
584002,0,"Lynfield North","Auckland","Auckland"
584003,0,"Lynfield North","Auckland","Auckland"
584100,0,"Lynfield North","Auckland","Auckland"
584200,0,"Lynfield North","Auckland","Auckland"
584300,1,"Lynfield North","Auckland","Auckland"
584402,0,"Lynfield North","Auckland","Auckland"
584501,0,"Lynfield North","Auckland","Auckland"
584502,0,"Lynfield North","Auckland","Auckland"
584600,0,"Lynfield North","Auckland","Auckland"
584701,0,"Lynfield North","Auckland","Auckland"
584900,2,"Lynfield North","Auckland","Auckland"
585101,0,"Lynfield North","Auckland","Auckland"
585102,0,"Lynfield North","Auckland","Auckland"
585200,1,"Lynfield North","Auckland","Auckland"
585300,0,"Lynfield North","Auckland","Auckland"
585401,0,"Lynfield North","Auckland","Auckland"
585402,0,"Lynfield North","Auckland","Auckland"
585500,0,"Lynfield North","Auckland","Auckland"
585600,0,"Lynfield North","Auckland","Auckland"
585700,0,"Lynfield North","Auckland","Auckland"
585800,0,"Lynfield North","Auckland","Auckland"
585900,0,"Lynfield North","Auckland","Auckland"
586000,0,"Lynfield North","Auckland","Auckland"
586100,0,"Lynfield North","Auckland","Auckland"
586300,0,"Lynfield North","Auckland","Auckland"
586400,0,"Lynfield North","Auckland","Auckland"
586500,0,"Lynfield North","Auckland","Auckland"
586600,0,"Lynfield North","Auckland","Auckland"
586700,0,"Lynfield South","Auckland","Auckland"
586800,1,"Lynfield South","Auckland","Auckland"
586901,0,"Lynfield South","Auckland","Auckland"
587000,1,"Lynfield North","Auckland","Auckland"
587100,0,"Lynfield South","Auckland","Auckland"
587200,0,"Lynfield South","Auckland","Auckland"
587300,3,"Lynfield South","Auckland","Auckland"
587400,0,"Lynfield South","Auckland","Auckland"
587600,0,"Lynfield South","Auckland","Auckland"
587700,1,"Lynfield South","Auckland","Auckland"
587801,0,"Lynfield South","Auckland","Auckland"
587802,1,"Lynfield South","Auckland","Auckland"
587900,0,"Lynfield South","Auckland","Auckland"
588001,0,"Lynfield South","Auckland","Auckland"
588003,0,"Lynfield South","Auckland","Auckland"
588004,0,"Lynfield South","Auckland","Auckland"
588100,0,"Lynfield South","Auckland","Auckland"
588200,1,"Lynfield South","Auckland","Auckland"
588301,0,"Lynfield South","Auckland","Auckland"
588302,0,"Lynfield South","Auckland","Auckland"
588401,0,"Lynfield South","Auckland","Auckland"
588402,0,"Lynfield South","Auckland","Auckland"
588500,0,"Waikowhai West","Auckland","Auckland"
588600,0,"Waikowhai West","Auckland","Auckland"
588800,1,"Waikowhai West","Auckland","Auckland"
588901,1,"Waikowhai West","Auckland","Auckland"
589002,0,"Waikowhai West","Auckland","Auckland"
589101,0,"Waikowhai West","Auckland","Auckland"
589102,0,"Waikowhai West","Auckland","Auckland"
589202,0,"Waikowhai West","Auckland","Auckland"
589204,0,"Waikowhai West","Auckland","Auckland"
589205,0,"Waikowhai West","Auckland","Auckland"
589300,0,"Waikowhai West","Auckland","Auckland"
589400,0,"Waikowhai East","Auckland","Auckland"
589501,0,"Waikowhai East","Auckland","Auckland"
589502,0,"Waikowhai East","Auckland","Auckland"
589600,0,"Waikowhai East","Auckland","Auckland"
589700,0,"Waikowhai East","Auckland","Auckland"
589802,0,"Waikowhai East","Auckland","Auckland"
589900,0,"Waikowhai East","Auckland","Auckland"
590002,2,"Waikowhai East","Auckland","Auckland"
590003,0,"Waikowhai East","Auckland","Auckland"
590200,0,"Waikowhai East","Auckland","Auckland"
590300,0,"Waikowhai East","Auckland","Auckland"
590400,0,"Waikowhai East","Auckland","Auckland"
590500,0,"Waikowhai East","Auckland","Auckland"
590602,4,"Waikowhai East","Auckland","Auckland"
590702,0,"Waikowhai East","Auckland","Auckland"
590800,0,"Waikowhai East","Auckland","Auckland"
590900,0,"Waikowhai East","Auckland","Auckland"
591100,0,"Waikowhai East","Auckland","Auckland"
591200,0,"Waikowhai East","Auckland","Auckland"
591301,0,"Waikowhai East","Auckland","Auckland"
591302,1,"Waikowhai East","Auckland","Auckland"
591402,1,"Waikowhai East","Auckland","Auckland"
591403,0,"Waikowhai East","Auckland","Auckland"
591404,1,"Waikowhai East","Auckland","Auckland"
591501,0,"Waikowhai West","Auckland","Auckland"
591701,0,"Waikowhai West","Auckland","Auckland"
591702,0,"Waikowhai West","Auckland","Auckland"
591703,0,"Waikowhai West","Auckland","Auckland"
591704,0,"Waikowhai West","Auckland","Auckland"
591800,2,"Waikowhai West","Auckland","Auckland"
592000,0,"Waikowhai West","Auckland","Auckland"
592101,0,"Waikowhai East","Auckland","Auckland"
592102,0,"Waikowhai East","Auckland","Auckland"
592200,0,"Waikowhai East","Auckland","Auckland"
592300,0,"Waikowhai East","Auckland","Auckland"
592400,0,"Onehunga North East","Auckland","Auckland"
592500,2,"Onehunga North East","Auckland","Auckland"
592600,0,"Onehunga North East","Auckland","Auckland"
592700,0,"Onehunga North East","Auckland","Auckland"
592800,0,"Onehunga North East","Auckland","Auckland"
592900,1,"Onehunga North East","Auckland","Auckland"
593000,0,"Onehunga North East","Auckland","Auckland"
593100,0,"Onehunga North East","Auckland","Auckland"
593200,1,"Onehunga North East","Auckland","Auckland"
593300,0,"Onehunga North East","Auckland","Auckland"
593400,0,"Onehunga North East","Auckland","Auckland"
593500,0,"Onehunga North West","Auckland","Auckland"
593600,0,"Onehunga North East","Auckland","Auckland"
593700,1,"Onehunga North East","Auckland","Auckland"
593800,0,"Onehunga North East","Auckland","Auckland"
593900,0,"Onehunga North East","Auckland","Auckland"
594000,0,"Onehunga North East","Auckland","Auckland"
594100,1,"Onehunga North East","Auckland","Auckland"
594200,1,"Onehunga North East","Auckland","Auckland"
594300,0,"Onehunga North East","Auckland","Auckland"
594400,2,"Onehunga North East","Auckland","Auckland"
594500,3,"Onehunga North West","Auckland","Auckland"
594601,0,"Onehunga North West","Auckland","Auckland"
594603,0,"Onehunga North West","Auckland","Auckland"
594604,0,"Onehunga North West","Auckland","Auckland"
594701,1,"Onehunga North West","Auckland","Auckland"
594702,0,"Onehunga North West","Auckland","Auckland"
594703,0,"Onehunga North West","Auckland","Auckland"
594704,0,"Onehunga North West","Auckland","Auckland"
594800,1,"Onehunga North West","Auckland","Auckland"
594901,0,"Onehunga North West","Auckland","Auckland"
594902,0,"Onehunga North West","Auckland","Auckland"
595100,0,"Onehunga North West","Auckland","Auckland"
595200,0,"Onehunga North West","Auckland","Auckland"
595304,0,"Onehunga North West","Auckland","Auckland"
595306,0,"Onehunga North West","Auckland","Auckland"
595400,0,"Onehunga North West","Auckland","Auckland"
595500,2,"Onehunga North West","Auckland","Auckland"
595600,1,"Onehunga North West","Auckland","Auckland"
595700,0,"Onehunga North West","Auckland","Auckland"
595800,1,"Onehunga North West","Auckland","Auckland"
595900,0,"Onehunga North East","Auckland","Auckland"
596000,0,"Onehunga North East","Auckland","Auckland"
596100,0,"Onehunga North West","Auckland","Auckland"
596200,1,"Onehunga North West","Auckland","Auckland"
596401,0,"Onehunga North West","Auckland","Auckland"
596501,0,"Onehunga North West","Auckland","Auckland"
596502,2,"Onehunga North West","Auckland","Auckland"
596600,0,"Onehunga North West","Auckland","Auckland"
596700,1,"Onehunga South West","Auckland","Auckland"
596800,1,"Onehunga South West","Auckland","Auckland"
596900,0,"Onehunga South West","Auckland","Auckland"
597000,0,"Onehunga South West","Auckland","Auckland"
597100,0,"Onehunga South West","Auckland","Auckland"
597200,0,"Onehunga South West","Auckland","Auckland"
597400,0,"Onehunga South West","Auckland","Auckland"
597500,1,"Onehunga South West","Auckland","Auckland"
597600,0,"Onehunga South West","Auckland","Auckland"
597700,1,"Onehunga South West","Auckland","Auckland"
597800,0,"Onehunga South West","Auckland","Auckland"
597900,0,"Onehunga South West","Auckland","Auckland"
598001,1,"Onehunga South West","Auckland","Auckland"
598002,0,"Onehunga South West","Auckland","Auckland"
598100,0,"Onehunga South West","Auckland","Auckland"
598200,2,"Onehunga South West","Auckland","Auckland"
598300,3,"Onehunga South West","Auckland","Auckland"
598400,2,"Onehunga South West","Auckland","Auckland"
